emp_id,gender,dept,total_months,working_days,absent_days,total_leaves,previous_salary,performance_rating,current_salary,is_risk
1368,Female,Finance,13,25.0,6.0,7,,6,162964.38886801212,0
1369,Male,Finance,78,24.0,4.0,11,74902.0,2,91151.84801881891,1
1370,Male,Finance,53,25.0,1.0,9,88210.0,10,91713.0327338318,0
1371,Female,Ops,1,25.0,7.0,11,87081.0,5,94549.5923601013,0
1372,Female,Tech,50,20.0,5.0,3,43339.0,7,43827.691256792845,0
1373,Female,,71,22.0,0.0,10,67212.0,7,78900.38831974997,0
1374,Female,,47,22.0,6.0,14,114643.0,1,137310.6569281421,1
1375,Male,Tech,97,24.0,6.0,7,57950.0,7,59883.15255874411,0
1376,Female,HR,118,21.0,1.0,14,127931.0,8,125100.25413637544,0
1377,Female,Finance,103,23.0,6.0,1,138764.0,5,151430.67828005305,0
1378,Male,Sales,116,23.0,6.0,12,69255.0,9,67565.44967988045,0
1379,Female,Ops,52,20.0,5.0,8,69062.0,8,74056.8745427035,0
1380,Male,HR,34,22.0,5.0,4,90706.0,5,105051.54904128668,0
1381,Female,HR,110,24.0,9.0,4,126563.0,8,146479.72407808749,0
1382,Female,HR,117,21.0,6.0,5,48627.0,9,62694.023301212714,0
1383,Female,Ops,92,20.0,5.0,0,43513.0,9,52653.939588157315,0
1384,Male,Tech,7,22.0,2.0,12,90902.0,1,113886.71312469692,1
1385,Male,Sales,46,21.0,0.0,12,99938.0,9,99025.28183037888,0
1386,Female,Tech,116,21.0,2.0,13,62464.0,7,65522.85468858643,0
1387,Male,Finance,88,24.0,5.0,11,111230.0,2,104545.33741905158,1
1388,Male,Sales,79,,,10,97730.0,1,103090.79951974454,1
1389,Male,Tech,24,22.0,2.0,0,35680.0,6,38216.7256701143,0
1390,Male,Finance,91,24.0,2.0,3,145863.0,5,185758.60312628406,0
1391,Male,Sales,39,20.0,,9,71033.0,5,80180.03632401384,0
1392,Male,Ops,62,23.0,6.0,6,104494.0,9,108165.57319524481,0
1393,Female,Finance,67,20.0,0.0,4,145685.0,1,151522.57415125731,1
1394,Female,Tech,74,25.0,4.0,0,139349.0,7,127172.48592511775,0
1395,Male,Sales,76,20.0,5.0,5,144100.0,2,158710.22194597317,1
1396,Female,Finance,41,21.0,4.0,10,69667.0,8,83119.45904519106,0
1397,Female,Finance,29,22.0,7.0,12,65449.0,9,66362.98298524719,0
1398,Female,Ops,72,22.0,4.0,4,42725.0,5,,0
1399,Female,Finance,74,21.0,5.0,7,49319.0,1,62949.636817441264,1
1400,Male,Sales,17,20.0,3.0,13,74593.0,5,83345.95315427489,0
1401,Female,HR,9,20.0,2.0,8,113639.0,9,137420.30059561876,0
1402,Female,Sales,119,23.0,7.0,4,63659.0,8,74585.18699693847,0
1403,Male,Sales,106,23.0,0.0,7,108691.0,8,122794.30957896975,0
1404,Male,Ops,15,22.0,9.0,10,68785.0,7,83764.99535444935,0
1405,Female,Ops,4,20.0,5.0,3,99146.0,1,108079.17497255959,1
1406,Female,Finance,21,25.0,5.0,9,43597.0,9,44216.8373557409,0
1407,Female,Ops,71,23.0,7.0,7,88105.0,1,109068.26582340153,1
1408,Female,Finance,48,21.0,4.0,0,58597.0,5,65151.95617949249,0
1409,Female,HR,8,20.0,,3,67690.0,2,62651.818775103115,1
1410,Female,Tech,46,25.0,,14,139520.0,4,133809.65318637926,0
1411,Male,Ops,84,24.0,1.0,2,115864.0,5,124808.7766564566,0
1412,Female,Ops,7,23.0,9.0,11,97129.0,8,114386.8122093685,0
1413,Female,,110,21.0,9.0,4,39225.0,2,43526.302964492694,1
1414,Male,Ops,70,21.0,7.0,4,135730.0,3,128858.46536156116,0
1415,Male,,9,24.0,5.0,12,43464.0,2,42845.300147478156,1
1416,Male,Finance,78,23.0,2.0,13,,10,62076.415264759264,0
1417,Male,Ops,48,22.0,6.0,12,115690.0,8,117555.15886785832,0
1418,Female,Ops,100,21.0,5.0,3,32818.0,1,40757.261094123314,1
1419,Female,Finance,52,,0.0,1,68537.0,9,80328.19938840778,0
1420,Female,Ops,29,22.0,1.0,12,,9,73841.86724681444,0
1421,Female,Sales,3,25.0,4.0,1,125863.0,9,123270.13263719568,0
1422,Female,HR,109,21.0,7.0,13,146316.0,8,176327.21856844358,0
1423,Female,Tech,31,21.0,7.0,7,106713.0,2,101510.85307572783,1
1424,Male,Sales,88,24.0,2.0,8,128654.0,4,129193.39267257067,0
1425,Female,Tech,63,,1.0,5,142053.0,3,130946.64374042038,0
1426,Male,Sales,24,23.0,4.0,2,59509.0,3,72655.7347921296,0
1427,Male,Sales,48,25.0,1.0,4,70495.0,8,81211.58216135789,0
1428,Female,Sales,100,24.0,2.0,4,79226.0,7,97391.27393412813,0
1429,Male,HR,35,24.0,0.0,9,105735.0,9,112300.84280711197,0
1430,Female,Tech,118,25.0,7.0,3,33432.0,2,32998.48354033762,1
1431,Male,,25,22.0,8.0,5,57019.0,4,68417.07030217249,0
1432,Female,Finance,56,22.0,5.0,9,,3,124477.00589837246,0
1433,Male,Ops,103,25.0,0.0,9,133204.0,5,143922.17804384237,0
1434,Female,HR,119,24.0,0.0,10,54534.0,8,54472.66938596852,0
1435,Female,HR,21,22.0,0.0,0,92034.0,9,99871.71783422191,0
1436,Female,HR,15,20.0,2.0,0,126317.0,7,121851.4729536272,0
1437,Female,Sales,98,25.0,4.0,12,98964.0,5,95901.79709044096,0
1438,Female,,73,24.0,5.0,8,32189.0,2,37167.94424650391,1
1439,Male,Finance,3,25.0,1.0,5,,2,55103.21234530806,1
1440,Male,HR,10,23.0,,13,128067.0,5,156767.05871926548,0
1441,Male,Sales,50,23.0,7.0,8,91027.0,8,95313.03234895827,0
1442,Female,Tech,79,24.0,1.0,10,148291.0,7,187231.39457952863,0
1443,Male,HR,80,23.0,2.0,14,145357.0,10,172015.03667085973,0
1444,Female,Tech,13,21.0,3.0,9,66424.0,1,62233.8491482949,1
1445,Female,Ops,44,20.0,1.0,3,85341.0,8,98076.6231100225,0
1446,Male,Sales,108,21.0,3.0,5,115948.0,6,109520.43729576291,0
1447,Male,HR,1,24.0,8.0,14,,6,74737.39675289839,0
1448,Female,Ops,47,23.0,9.0,7,93215.0,8,114955.54948909175,0
1449,Male,Ops,55,25.0,6.0,11,30150.0,10,30880.192204360672,0
1450,Female,Tech,33,22.0,2.0,11,85490.0,2,108465.32139946464,1
1451,Female,Finance,72,21.0,6.0,11,74072.0,6,86642.6606539197,0
1452,Female,Finance,16,21.0,9.0,0,138663.0,1,155838.8728613039,1
1453,Female,Finance,48,23.0,2.0,7,121454.0,4,139860.755105127,0
1454,Female,Finance,35,22.0,0.0,2,91833.0,6,108891.35449851972,0
1455,Male,Sales,51,24.0,4.0,8,112586.0,5,102827.07582030537,0
1456,Male,HR,60,23.0,7.0,10,42053.0,10,53998.34618255031,0
1457,Female,HR,78,20.0,2.0,7,146955.0,8,161488.95971706594,0
1458,Female,Sales,105,20.0,,1,112433.0,5,105002.24007373258,0
1459,Male,,91,24.0,8.0,9,131255.0,1,151032.0996042954,1
1460,Male,HR,44,24.0,4.0,11,61065.0,6,78674.49544940495,0
1461,Female,Ops,48,20.0,6.0,1,122597.0,4,120056.53342076481,0
1462,Male,HR,1,25.0,0.0,10,30171.0,9,35864.666065335135,0
1463,Female,Sales,103,25.0,0.0,6,87804.0,3,85681.45166879841,0
1464,Male,Tech,114,22.0,4.0,14,56980.0,2,69805.12882372388,1
1465,Female,HR,107,,2.0,6,43100.0,4,44280.07694351018,0
1466,Male,Sales,94,20.0,2.0,11,,9,84873.55341938224,0
1467,Female,Ops,35,22.0,5.0,6,118128.0,2,113168.00197698809,1
1468,Male,Finance,10,25.0,0.0,0,69339.0,5,83843.22435623605,0
1469,Male,,95,22.0,7.0,2,140325.0,10,149262.6591847765,0
1470,Female,Ops,12,24.0,6.0,10,118644.0,10,147083.1391462648,0
1471,Male,Tech,104,21.0,6.0,7,91013.0,3,102630.68884015047,0
1472,Female,HR,35,22.0,4.0,8,143909.0,10,153938.98588094386,0
1473,Male,Finance,98,24.0,5.0,14,122340.0,7,112381.51322782702,0
1474,Female,Sales,39,22.0,7.0,11,103020.0,5,104188.70350425022,0
1475,Male,Finance,96,23.0,7.0,14,116594.0,6,126148.48542174892,0
1476,Female,HR,76,,6.0,13,57517.0,3,61965.864903700814,0
1477,Male,Tech,45,21.0,0.0,14,137897.0,3,145941.0216046988,0
1478,Female,HR,28,25.0,9.0,13,72616.0,5,71688.26621728714,0
1479,Male,Sales,83,22.0,3.0,7,111014.0,7,124173.51875100634,0
1480,Female,Finance,24,21.0,7.0,13,34181.0,8,41166.64102941806,0
1481,Female,Ops,20,20.0,4.0,4,137623.0,6,139846.96022326016,0
1482,Female,HR,86,21.0,9.0,2,72911.0,5,71961.11278707859,0
1483,Male,Tech,11,22.0,1.0,6,64322.0,7,76300.70019619846,0
1484,Female,,28,20.0,5.0,12,63553.0,2,58921.26480008592,1
1485,Male,Finance,109,,2.0,10,129114.0,5,119873.5815909738,0
1486,Female,Ops,104,25.0,8.0,6,86034.0,4,110947.42025828874,0
1487,Male,Sales,20,20.0,0.0,7,111900.0,8,128725.0755914791,0
1488,Female,Ops,69,20.0,3.0,7,100265.0,10,94737.19552860699,0
1489,Male,Finance,115,20.0,4.0,12,89536.0,3,98985.34452081191,0
1490,Male,Ops,63,22.0,0.0,5,94116.0,3,85468.72173163496,0
1491,Female,Finance,116,24.0,9.0,11,53898.0,2,62613.015742869444,1
1492,Male,Ops,58,21.0,2.0,12,54991.0,10,68647.46711384982,0
1493,Male,HR,40,24.0,,6,80789.0,3,78115.34804984802,0
1494,Female,Tech,7,24.0,5.0,1,99455.0,1,101279.91820347407,1
1495,Male,Finance,86,21.0,4.0,6,120078.0,5,112867.14531865367,0
1496,Male,Finance,37,23.0,2.0,1,132202.0,3,150040.69687685726,0
1497,Male,Tech,105,21.0,5.0,1,31583.0,7,29183.71071225838,0
1498,Female,Sales,29,23.0,5.0,2,87511.0,3,102918.60663712634,0
1499,Male,Finance,76,21.0,5.0,9,144911.0,6,140014.12466479687,0
1500,Female,HR,93,25.0,,7,97323.0,9,103839.4035885777,0
1501,Male,Ops,36,24.0,4.0,0,99859.0,9,91635.53713758776,0
1502,Male,HR,35,24.0,7.0,4,35143.0,8,40520.023623411216,0
1503,Male,Finance,107,25.0,8.0,12,104115.0,4,94174.46169088798,0
1504,Female,Sales,22,21.0,0.0,1,114782.0,6,117228.63482053205,0
1505,Male,Finance,18,20.0,6.0,14,106143.0,6,107324.9878844249,0
1506,Male,Sales,57,23.0,2.0,4,69676.0,3,88946.59598080945,0
1507,Female,Tech,86,20.0,1.0,11,98485.0,2,117344.31639347448,1
1508,Male,Ops,83,23.0,2.0,3,45547.0,4,47488.33915095288,0
1509,Female,HR,34,25.0,8.0,1,55892.0,10,61210.31419374002,0
1510,Female,Sales,73,24.0,4.0,14,99760.0,7,122403.73026105843,0
1511,Male,HR,74,23.0,4.0,4,105661.0,7,108026.18555772012,0
1512,Female,Tech,83,24.0,5.0,6,74740.0,4,80054.7265484046,0
1513,Male,Finance,102,,4.0,9,130399.0,1,119503.1365954296,1
1514,Female,Sales,9,25.0,3.0,2,64214.0,1,,1
1515,Female,Ops,51,21.0,3.0,4,135739.0,2,,1
1516,Male,Sales,28,22.0,9.0,8,61270.0,9,74603.78042538631,0
1517,Female,Finance,94,22.0,6.0,7,91803.0,1,104328.2939667712,1
1518,Female,Finance,25,21.0,1.0,6,65511.0,1,73092.97445942249,1
1519,Female,Ops,82,22.0,4.0,8,86888.0,8,88748.20156153405,0
1520,Female,Ops,52,25.0,,4,133234.0,5,153241.6544735316,0
1521,Female,Tech,26,21.0,1.0,12,85330.0,4,100099.84206578725,0
1522,Male,HR,19,20.0,9.0,8,127289.0,3,,0
1523,Female,Sales,119,24.0,0.0,11,45779.0,8,43374.75343091674,0
1524,Male,Tech,91,21.0,8.0,0,62484.0,1,70060.82217234145,1
1525,Female,HR,100,22.0,6.0,6,46080.0,9,49892.696706896706,0
1526,Male,Tech,68,25.0,3.0,6,,10,44434.85036280205,0
1527,Male,Ops,49,22.0,3.0,11,45920.0,3,54547.462600100065,0
1528,Female,Ops,26,22.0,2.0,11,104235.0,2,128137.86606478029,1
1529,Female,Finance,45,20.0,5.0,1,,2,33031.674625061096,1
1530,Female,Sales,67,25.0,8.0,11,,8,48425.27613178229,0
1531,Male,Sales,117,20.0,7.0,9,119584.0,10,124545.69719549116,0
1532,Female,Sales,117,25.0,9.0,8,89041.0,4,109928.7551595218,0
1533,Male,Tech,100,20.0,,2,,3,71752.39038934089,0
1534,Male,Tech,7,21.0,3.0,4,93069.0,8,97433.252175186,0
1535,Male,Sales,10,24.0,3.0,5,95861.0,9,95613.3615469292,0
1536,Female,Finance,109,,4.0,10,124837.0,10,133519.8210540885,0
1537,Female,HR,68,22.0,,8,139450.0,2,180733.1988215795,1
1538,Male,Tech,7,22.0,2.0,11,121865.0,8,137129.78681652178,0
1539,Male,Sales,22,20.0,8.0,5,48322.0,7,51835.14895506253,0
1540,Female,Ops,94,,0.0,8,,10,58590.81131925547,0
1541,Male,Tech,86,24.0,9.0,13,147962.0,3,150879.1661828776,0
1542,Female,HR,53,24.0,3.0,2,84758.0,8,81006.05850539982,0
1543,Male,Tech,29,25.0,6.0,5,,10,67366.23474583622,0
1544,Female,HR,11,,2.0,10,39748.0,10,39580.33099213849,0
1545,Male,HR,63,25.0,6.0,1,59241.0,3,74854.47856696836,0
1546,Female,Tech,80,22.0,1.0,14,48612.0,5,51646.75521373139,0
1547,Male,HR,61,21.0,9.0,13,75845.0,10,72353.76275087486,0
1548,Female,Tech,56,23.0,3.0,0,50011.0,8,50904.70558638557,0
1549,Female,Tech,108,20.0,7.0,0,143824.0,9,140147.22455323485,0
1550,Male,,57,20.0,0.0,13,46758.0,4,50577.717894971276,0
1551,Male,Ops,6,23.0,0.0,9,148891.0,9,167480.1533062516,0
1552,Female,HR,37,23.0,0.0,6,91632.0,9,92045.83649476888,0
1553,Male,Tech,13,22.0,9.0,14,146433.0,2,168545.99169847547,1
1554,Female,HR,97,22.0,8.0,9,106491.0,6,104417.00871826109,0
1555,Male,Tech,47,20.0,2.0,10,137277.0,1,172624.35768782665,1
1556,Female,Tech,115,25.0,5.0,6,124160.0,1,137664.03901697163,1
1557,Female,Tech,72,21.0,4.0,10,79612.0,3,94801.35176166751,0
1558,Female,Ops,75,25.0,8.0,13,66096.0,1,85594.45947326277,1
1559,Female,HR,97,,9.0,0,82628.0,3,78312.22791520793,0
1560,Female,Ops,64,20.0,0.0,11,102168.0,3,132535.96157420642,0
1561,Female,Ops,97,20.0,7.0,6,59307.0,2,70681.04021612866,1
1562,Male,Ops,44,22.0,7.0,14,125291.0,3,140358.89169161805,0
1563,Male,Ops,48,20.0,2.0,8,103174.0,9,,0
1564,Male,Finance,104,21.0,7.0,4,130616.0,4,158900.58185377275,0
1565,Female,HR,91,21.0,8.0,2,45774.0,2,43964.70250009412,1
1566,Female,HR,110,21.0,9.0,13,48283.0,8,58457.790373259,0
1567,Female,Tech,103,20.0,0.0,12,67682.0,2,82372.96906688278,1
1568,Female,HR,18,23.0,1.0,14,145850.0,9,176954.86626626053,0
1569,Male,,118,20.0,1.0,5,74566.0,1,95684.35988433383,1
1570,Male,Sales,45,23.0,2.0,12,87360.0,8,94533.1327300191,0
1571,Female,HR,32,20.0,6.0,1,65546.0,2,82604.11126105917,1
1572,Male,Sales,109,21.0,9.0,13,141947.0,10,159585.28039009162,0
1573,Male,Finance,105,23.0,4.0,11,59574.0,9,55301.5374540924,0
1574,Female,Tech,24,21.0,2.0,2,96012.0,5,92111.41766444362,0
1575,Male,,86,20.0,4.0,5,100893.0,7,120748.50527151026,0
1576,Female,Tech,50,22.0,6.0,9,54033.0,8,55662.2725668026,0
1577,Male,Finance,59,23.0,3.0,13,48542.0,9,57832.3198963825,0
1578,Female,Ops,3,20.0,6.0,8,122761.0,2,145037.95005112208,1
1579,Female,Sales,67,21.0,2.0,3,78366.0,1,88817.24578156105,1
1580,Female,HR,14,,9.0,10,36066.0,6,33120.356420650896,0
1581,Female,Ops,96,25.0,1.0,5,62573.0,3,60015.40289986302,0
1582,Male,Tech,73,22.0,1.0,1,104721.0,2,103430.76098849681,1
1583,Female,Tech,16,24.0,2.0,11,135559.0,9,133802.48755652414,0
1584,Female,Ops,89,25.0,,10,111427.0,3,101613.30079703075,0
1585,Female,Sales,69,24.0,4.0,2,124530.0,3,155280.23393966185,0
1586,Male,Ops,62,22.0,3.0,3,107995.0,6,114994.34991798628,0
1587,Female,Finance,77,21.0,3.0,14,134695.0,8,143944.04057186763,0
1588,Male,Tech,59,24.0,5.0,6,72679.0,10,87315.84192046664,0
1589,Female,Sales,95,24.0,6.0,10,120769.0,10,,0
1590,Male,HR,21,20.0,0.0,0,97328.0,7,98071.15253601198,0
1591,Male,Tech,40,22.0,5.0,12,75172.0,5,69659.64989967879,0
1592,Female,Ops,61,25.0,5.0,5,45163.0,7,57148.814132324274,0
1593,Male,Sales,51,23.0,2.0,9,93171.0,10,101512.77816413483,0
1594,Female,Tech,73,24.0,3.0,5,50931.0,10,51376.64273226395,0
1595,Female,HR,85,20.0,5.0,2,75281.0,6,88167.06135950751,0
1596,Female,HR,73,22.0,0.0,6,128648.0,8,140839.12139801163,0
1597,Male,,10,25.0,9.0,5,47569.0,6,53709.38610211192,0
1598,Male,Finance,41,25.0,0.0,5,50378.0,5,48689.90127639677,0
1599,Female,Ops,108,23.0,8.0,2,117981.0,8,135308.91591570474,0
1600,Female,Sales,12,23.0,7.0,14,109068.0,1,105643.67691544045,1
1601,Male,Ops,75,24.0,9.0,9,142149.0,9,,0
1602,Female,Sales,84,21.0,0.0,1,105192.0,1,125454.04083280965,1
1603,Female,Finance,114,22.0,4.0,6,147910.0,4,133693.36797849808,0
1604,Female,Ops,64,20.0,7.0,7,122981.0,9,156301.2789854679,0
1605,Male,HR,39,22.0,9.0,4,,1,84590.9909546047,1
1606,Male,Sales,97,,1.0,0,39563.0,5,40899.726982309774,0
1607,Male,Sales,64,24.0,3.0,8,,2,128322.05839947225,1
1608,Female,HR,71,22.0,5.0,4,136234.0,3,164075.8902411366,0
1609,Female,,1,24.0,6.0,4,96229.0,8,96841.65083457415,0
1610,Female,Finance,14,21.0,2.0,0,86659.0,1,105227.21007900167,1
1611,Male,Tech,45,20.0,2.0,13,,5,138710.41605180598,0
1612,Female,Ops,21,21.0,,14,76408.0,4,76309.97792309069,0
1613,Female,Ops,45,,9.0,4,112495.0,10,137062.23800708415,0
1614,Female,Sales,113,25.0,6.0,1,61746.0,2,63090.08537683146,1
1615,Female,Sales,72,21.0,0.0,3,116395.0,7,124026.46246901137,0
1616,Male,Finance,81,22.0,8.0,6,60166.0,7,74393.60404476493,0
1617,Male,Finance,62,25.0,8.0,7,55284.0,4,65149.36367099704,0
1618,Female,Finance,45,20.0,8.0,4,149766.0,8,175346.74740047823,0
1619,Male,HR,54,24.0,2.0,6,64355.0,7,77026.74200894001,0
1620,Male,Tech,113,20.0,0.0,6,135429.0,5,173636.54026217893,0
1621,Female,Tech,79,23.0,7.0,11,104872.0,4,123137.57267078244,0
1622,Female,Finance,2,20.0,5.0,6,88449.0,6,99881.09357268336,0
1623,Male,Sales,13,20.0,9.0,5,103755.0,8,95152.18901960613,0
1624,Female,Tech,116,25.0,0.0,11,128601.0,3,165703.33094030194,0
1625,Male,Ops,29,23.0,2.0,12,129296.0,8,134880.06763527857,0
1626,Female,HR,28,,4.0,6,62137.0,10,56526.63089525841,0
1627,Male,Sales,8,21.0,6.0,5,96231.0,3,96172.07064963556,0
1628,Female,HR,35,20.0,8.0,8,129940.0,5,123629.05572933175,0
1629,Male,Ops,24,21.0,1.0,0,84876.0,6,108200.77893056413,0
1630,Male,Tech,7,23.0,2.0,9,106478.0,9,134416.829524547,0
1631,Male,HR,28,24.0,7.0,1,146049.0,2,168286.15510485813,1
1632,Female,HR,86,21.0,2.0,2,61174.0,5,56796.33254570585,0
1633,Male,HR,90,20.0,3.0,5,57590.0,3,58838.54617735676,0
1634,Male,Ops,81,,1.0,11,72149.0,5,88781.16621486215,0
1635,Female,Sales,63,24.0,2.0,4,87656.0,1,105180.83854545973,1
1636,Female,Sales,102,24.0,2.0,5,130094.0,8,128411.5047055566,0
1637,Male,Ops,6,20.0,2.0,3,102960.0,8,117720.69442282102,0
1638,Male,HR,11,24.0,3.0,11,104621.0,7,95473.64721443577,0
1639,Female,HR,38,23.0,8.0,4,,6,168264.68229828446,0
1640,Female,Finance,66,24.0,5.0,4,38616.0,3,39385.32371619559,0
1641,Female,Tech,63,,3.0,12,,6,131629.58495250563,0
1642,Female,Tech,32,25.0,4.0,5,101026.0,2,130769.104349251,1
1643,Female,Sales,26,23.0,2.0,0,117383.0,4,109005.47417189449,0
1644,Male,Ops,95,20.0,0.0,1,126376.0,4,158264.96823049293,0
1645,Female,HR,32,20.0,6.0,11,115362.0,9,104639.31140393113,0
1646,Male,Tech,35,25.0,6.0,11,48473.0,1,52977.30689672234,1
1647,Male,Ops,2,20.0,4.0,2,148436.0,4,171075.71302783836,0
1648,Male,Ops,3,24.0,2.0,2,147056.0,4,166294.02946437625,0
1649,Female,HR,33,21.0,5.0,10,98921.0,2,122958.38384539192,1
1650,Male,Ops,7,,2.0,13,81228.0,3,74379.91877524529,0
1651,Male,Tech,85,24.0,1.0,8,109467.0,1,103220.6403348959,1
1652,Female,Finance,48,22.0,2.0,10,,10,139692.78623755806,0
1653,Male,Tech,89,22.0,3.0,10,63675.0,4,60707.41163331369,0
1654,Male,Finance,80,23.0,8.0,9,78119.0,7,92937.11430070514,0
1655,Female,Ops,23,21.0,7.0,8,138207.0,6,178895.57447824947,0
1656,Male,Tech,81,24.0,5.0,5,121316.0,3,109439.62824539718,0
1657,Male,HR,97,20.0,2.0,0,47677.0,3,50939.40686368944,0
1658,Male,Ops,82,21.0,5.0,7,64139.0,1,58860.7700497482,1
1659,Female,HR,103,24.0,4.0,12,123337.0,10,130834.7965311062,0
1660,Female,Finance,87,25.0,8.0,4,47159.0,6,51799.34344657591,0
1661,Female,Sales,9,25.0,0.0,13,40111.0,6,48214.16961576561,0
1662,Male,Sales,67,22.0,7.0,10,,6,71861.02826172854,0
1663,Male,Finance,48,,,5,,1,114244.47679175738,1
1664,Female,Sales,35,25.0,3.0,14,63299.0,9,65968.77075042056,0
1665,Male,Ops,62,22.0,2.0,9,106829.0,7,120767.23894261874,0
1666,Male,Ops,24,22.0,1.0,0,63763.0,2,,1
1667,Female,Tech,70,25.0,8.0,5,125048.0,1,160505.55807816965,1
1668,Female,Ops,83,23.0,6.0,9,126420.0,4,149737.6781866472,0
1669,Male,Sales,78,24.0,9.0,7,149545.0,10,158586.57885107773,0
1670,Male,HR,3,24.0,0.0,10,46834.0,10,57205.48690083604,0
1671,Male,Tech,6,25.0,6.0,9,92126.0,10,114137.30327500208,0
1672,Female,HR,81,20.0,6.0,3,54883.0,9,56576.32319921755,0
1673,Female,Sales,36,24.0,0.0,10,128992.0,5,141513.76057830657,0
1674,Female,HR,86,,8.0,13,56765.0,10,53727.428035141646,0
1675,Female,Sales,53,25.0,3.0,14,64497.0,6,59620.32870223916,0
1676,Male,Ops,4,22.0,,2,135028.0,10,171737.80422238493,0
1677,Female,,10,21.0,9.0,7,143376.0,5,165607.31796767376,0
1678,Female,Finance,96,22.0,8.0,8,149446.0,2,146475.92056430614,1
1679,Female,Sales,111,24.0,0.0,1,85153.0,4,92929.80532802694,0
1680,Female,Ops,113,20.0,1.0,1,99109.0,6,114009.2790455491,0
1681,Female,HR,116,22.0,0.0,3,111867.0,1,121268.17730482685,1
1682,Male,Ops,49,24.0,8.0,4,74441.0,5,78027.04956113872,0
1683,Male,HR,43,24.0,5.0,8,120752.0,6,138909.231488899,0
1684,Female,HR,68,,5.0,13,40887.0,2,45405.722833967484,1
1685,Male,HR,13,25.0,9.0,0,149195.0,4,161842.07525789825,0
1686,Female,HR,83,23.0,7.0,11,54846.0,2,54228.27245458741,1
1687,Female,Tech,110,21.0,2.0,9,116976.0,8,110405.1586196965,0
1688,Male,,119,,6.0,4,103153.0,8,111346.24013230494,0
1689,Male,,43,22.0,1.0,4,83388.0,10,104739.0510790655,0
1690,Female,Finance,118,23.0,9.0,0,110475.0,4,103471.55860605997,0
1691,Female,Tech,102,,9.0,12,148609.0,9,173911.51506578477,0
1692,Female,HR,48,21.0,,11,,10,42733.5914472923,0
1693,Male,Finance,90,23.0,0.0,11,51638.0,9,52986.5774407511,0
1694,Female,Ops,30,23.0,9.0,3,128238.0,4,130899.36044841485,0
1695,Female,Tech,43,21.0,6.0,9,143360.0,1,145407.38110619702,1
1696,Female,Ops,31,22.0,2.0,12,135854.0,8,156469.7457590442,0
1697,Male,Finance,51,20.0,7.0,13,64548.0,9,62146.374012271925,0
1698,Female,,38,,2.0,0,106670.0,6,132427.50849445484,0
1699,Female,HR,76,22.0,6.0,14,,7,121944.72420973417,0
1700,Male,Tech,19,,2.0,11,140820.0,8,158172.08045392818,0
1701,Female,HR,23,20.0,,0,83100.0,2,104171.53558007815,1
1702,Female,Sales,50,20.0,9.0,13,68657.0,4,77207.53652402954,0
1703,Male,Tech,46,23.0,3.0,14,147431.0,5,170843.559322258,0
1704,Female,Tech,41,23.0,3.0,9,54255.0,4,57281.668157928856,0
1705,Male,Ops,74,24.0,9.0,0,115329.0,3,115133.55171827553,0
1706,Male,Ops,79,24.0,5.0,12,102108.0,6,96898.57957802631,0
1707,Female,Finance,114,23.0,0.0,11,129837.0,7,150583.3242106559,0
1708,Female,HR,17,20.0,5.0,2,79769.0,10,97111.46238603642,0
1709,Female,Ops,52,22.0,6.0,8,149095.0,4,161360.88434061702,0
1710,Female,Finance,13,25.0,6.0,12,142730.0,4,133686.6316756719,0
1711,Male,HR,24,,8.0,11,77385.0,6,87082.34513909157,0
1712,Female,HR,80,24.0,5.0,7,83627.0,10,88619.02275894336,0
1713,Male,HR,103,20.0,0.0,10,35152.0,6,45019.22403040287,0
1714,Female,Sales,102,25.0,2.0,11,67764.0,5,77841.68133323229,0
1715,Female,HR,30,21.0,2.0,1,140771.0,5,146019.83600200666,0
1716,Female,Finance,109,23.0,4.0,8,32015.0,7,,0
1717,Male,HR,44,,2.0,12,109270.0,10,141012.18848425688,0
1718,Female,HR,119,22.0,8.0,14,144531.0,5,132084.43027367964,0
1719,Female,,15,25.0,3.0,0,115303.0,4,122758.34955779837,0
1720,Female,Tech,4,20.0,8.0,7,117817.0,7,133996.08807953715,0
1721,Female,HR,108,22.0,1.0,6,49798.0,7,61225.49442763861,0
1722,Male,Finance,52,21.0,,11,36868.0,1,37463.94816436396,1
1723,Female,Ops,74,20.0,4.0,12,72310.0,1,82757.63249653036,1
1724,Male,Finance,104,22.0,2.0,14,108621.0,6,107162.79165151763,0
1725,Male,Sales,46,21.0,0.0,10,64899.0,9,,0
1726,Male,Ops,59,21.0,6.0,3,94906.0,3,90858.362818514,0
1727,Male,Tech,46,,3.0,12,30017.0,8,34979.1514052072,0
1728,Male,Tech,32,25.0,4.0,5,72286.0,5,76653.89543567707,0
1729,Male,Finance,21,25.0,7.0,14,,1,86501.97427969481,1
1730,Female,Finance,29,20.0,7.0,11,99781.0,6,114852.82271356914,0
1731,Male,HR,30,21.0,8.0,9,73262.0,4,93859.64913631191,0
1732,Male,HR,7,22.0,8.0,10,139163.0,1,149693.09553755404,1
1733,Male,Sales,42,20.0,5.0,12,41509.0,3,38152.1531825596,0
1734,Female,HR,93,21.0,8.0,1,64439.0,1,74829.99151046402,1
1735,Female,Finance,74,23.0,6.0,10,72708.0,4,86003.01171399598,0
1736,Male,Finance,118,24.0,8.0,14,95130.0,5,109742.58257526814,0
